STATE,STCNTY,COUNTYNAME,POP19,TAXFILERS,NUMDEP,NUMELDER,INCOME,NUMFARM,INCTAX,TEMPERATURE
IN,IN Ripley County,Ripley County,28324,16370,9940,4580,1013989000,840,97928000,53.04284914
IN,IN Rush County,Rush County,16581,7500,4360,2150,386969000,480,30324000,52.20930902
IN,IN Scott County,Scott County,23873,11330,6800,2880,528147000,330,38295000,53.49135945
IN,IN Shelby County,Shelby County,44729,19940,11540,5500,1124556000,370,98680000,52.63103555
IN,IN Spencer County,Spencer County,20277,9400,5330,2720,534604000,410,44584000,57.39688101
IN,IN St Joseph County,St. Joseph County,271826,130100,78760,33620,7895212000,440,832154000,49.19349278
IN,IN Starke County,Starke County,22995,9390,5750,2770,459617000,210,36375000,49.90202163
IN,IN Steuben County,Steuben County,34594,16670,8500,5240,1011002000,330,99509000,47.94250681
IN,IN Sullivan County,Sullivan County,20669,8330,4850,2430,421923000,270,32558000,54.50520172
IN,IN Switzerland County,Switzerland County,10751,3820,2430,1090,181054000,290,13689000,53.78586515
IN,IN Tippecanoe County,Tippecanoe County,195732,74060,44350,17020,4849798000,610,526287000,51.68882993
IN,IN Tipton County,Tipton County,15148,6830,3670,2220,412986000,240,34489000,50.74469596
IN,IN Union County,Union County,7054,3380,1850,990,163127000,180,11598000,52.94928814
IN,IN Vanderburgh County,Vanderburgh County,181451,86100,45170,23540,5048314000,290,512899000,57.93680236
IN,IN Vermillion County,Vermillion County,15498,6500,3700,1960,326774000,140,23827000,52.48592623
IN,IN Vigo County,Vigo County,107038,43620,24510,11910,2295662000,260,215910000,53.5203444
IN,IN Wabash County,Wabash County,30996,14690,7860,4840,859188000,530,86909000,50.51880808
IN,IN Warren County,Warren County,8265,2660,1590,820,148190000,140,11695000,51.94227148
IN,IN Warrick County,Warrick County,62998,29830,18020,8600,2383286000,270,290713000,57.25394986
IN,IN Washington County,Washington County,28036,11750,7240,3030,568395000,650,40166000,53.91385421
IN,IN Wayne County,Wayne County,65884,29130,16780,8490,1432743000,730,121320000,51.83060345
IN,IN Wells County,Wells County,28296,13170,7850,4100,795996000,390,70157000,51.02435897
IN,IN White County,White County,24102,12990,7230,4110,692679000,420,59524000,50.70559082
IN,IN Whitley County,Whitley County,33964,18140,9680,5400,1090127000,620,98333000,49.5293913
KS,KS Allen County,Allen County,12369,5440,3030,1760,246806000,440,17716000,56.29778689
KS,KS Anderson County,Anderson County,7858,3500,2320,1120,175575000,580,12531000,56.26021155
KS,KS Atchison County,Atchison County,16073,7670,4850,2270,402435000,570,32737000,53.60898513
KS,KS Barber County,Barber County,4427,1690,930,570,89185000,200,6860000,56.13121525
KS,KS Barton County,Barton County,25779,11720,6850,3660,637566000,660,53674000,56.93328878
KS,KS Bourbon County,Bourbon County,14534,5910,3920,1800,263449000,570,17940000,56.74417464
KS,KS Brown County,Brown County,9564,3080,1940,1040,166812000,390,12697000,52.90052277
KS,KS Butler County,Butler County,66911,29090,19530,8300,2061603000,1120,215960000,56.38053474
KS,KS Chase County,Chase County,2648,810,420,270,40304000,90,2945000,55.28206274
KS,KS Chautauqua County,Chautauqua County,3250,1100,770,380,57519000,130,4206000,57.61697436
KS,KS Cherokee County,Cherokee County,19939,7950,5040,2290,386925000,550,30263000,57.88673214
KS,KS Cheyenne County,Cheyenne County,2657,1140,620,460,57391000,230,4145000,52.11055114
KS,KS Clark County,Clark County,1994,890,580,300,49375000,130,3634000,56.85719133
KS,KS Clay County,Clay County,8002,3770,2100,1290,193980000,480,13289000,55.21640997
KS,KS Cloud County,Cloud County,8786,3920,2220,1340,183676000,400,12545000,54.48748177
KS,KS Coffey County,Coffey County,8179,3820,2190,1310,243327000,440,22649000,55.79017497
KS,KS Comanche County,Comanche County,1700,690,400,280,34913000,130,2319000,58.86043902
KS,KS Cowley County,Cowley County,34908,14680,9340,4340,777136000,750,61774000,56.76774359
KS,KS Crawford County,Crawford County,38818,15970,9980,4290,876467000,720,81229000,57.08197631
KS,KS Decatur County,Decatur County,2827,1250,580,520,57200000,190,3768000,51.64015853
KS,KS Dickinson County,Dickinson County,18466,8720,4990,2830,460300000,720,34883000,54.80497505
KS,KS Doniphan County,Doniphan County,7600,2840,1700,910,158832000,310,12334000,53.00655775
KS,KS Douglas County,Douglas County,122259,51490,24910,12650,3604678000,840,406820000,55.51651431
KS,KS Edwards County,Edwards County,2798,1270,720,470,68723000,180,5445000,54.95021302
KS,KS Elk County,Elk County,2530,940,550,410,41404000,180,2645000,56.77044068
KS,KS Ellis County,Ellis County,28553,12680,6660,3530,766680000,740,73031000,54.36778617
KS,KS Ellsworth County,Ellsworth County,6102,2300,1150,830,126377000,240,10539000,55.11896354
KS,KS Finney County,Finney County,36467,17270,14330,3190,928761000,340,81358000,54.07439669
KS,KS Ford County,Ford County,33619,14750,13000,2820,743923000,510,56261000,45.54381023
KS,KS Franklin County,Franklin County,25544,12140,7080,3460,665056000,920,53852000,56.18506087
KS,KS Geary County,Geary County,31670,12400,7920,2530,577104000,150,38956000,55.40912329
KS,KS Gove County,Gove County,2636,1090,650,400,59407000,220,4596000,52.58811955
KS,KS Graham County,Graham County,2482,880,470,350,42070000,110,2998000,52.80789474
KS,KS Grant County,Grant County,7150,3050,2710,720,174403000,170,14159000,54.17538462
KS,KS Gray County,Gray County,5988,2930,2130,760,193592000,480,17266000,54.55993015
KS,KS Greeley County,Greeley County,1232,570,370,200,32836000,120,2496000,52.60211892
KS,KS Greenwood County,Greenwood County,5982,2580,1430,940,124674000,330,9086000,55.94627169
KS,KS Hamilton County,Hamilton County,2539,880,760,210,43282000,110,2791000,54.10227606
KS,KS Harper County,Harper County,5436,2240,1330,790,112463000,210,7950000,57.17651328
KS,KS Harvey County,Harvey County,34429,16210,9930,5140,947767000,720,79313000,55.99122314
KS,KS Haskell County,Haskell County,3968,1650,1340,390,111055000,150,9329000,54.12489065
KS,KS Hodgeman County,Hodgeman County,1794,740,440,280,40824000,180,3069000,53.58670517
KS,KS Jackson County,Jackson County,13171,5910,3750,1800,310234000,750,22692000,54.79525156
KS,KS Jefferson County,Jefferson County,19043,8620,5050,2690,518488000,810,43444000,55.11505357
KS,KS Jewell County,Jewell County,2879,1080,500,460,50123000,230,3102000,52.77318705
KS,KS Johnson County,Johnson County,602401,291920,176670,74780,32162078000,1620,4720422000,55.10152439
KS,KS Kearny County,Kearny County,3838,1700,1300,440,100326000,170,8230000,55.3688913
KS,KS Kingman County,Kingman County,7152,2950,1730,1000,163583000,410,12990000,56.51344318
KS,KS Kiowa County,Kiowa County,2475,1070,610,380,56379000,180,4055000,54.95021302
KS,KS Labette County,Labette County,19618,8630,5280,2610,400355000,840,30139000,56.72614761
KS,KS Lane County,Lane County,1535,790,440,280,42723000,130,3269000,53.7673951
KS,KS Leavenworth County,Leavenworth County,81758,32020,20500,8600,2128181000,860,198612000,54.86483223
KS,KS Lincoln County,Lincoln County,2962,1170,700,440,54231000,200,3771000,54.72574095
KS,KS Linn County,Linn County,9703,4270,2490,1440,221032000,580,17355000,56.14955686
KS,KS Logan County,Logan County,2794,1360,760,480,80531000,220,7030000,51.99590935
KS,KS Lyon County,Lyon County,33195,14480,8330,4020,737697000,740,57889000,55.48719075
KS,KS Marion County,Marion County,11884,4420,2460,1610,240201000,610,16995000,55.28516245
KS,KS Marshall County,Marshall County,9707,4620,2710,1630,264280000,750,20779000,52.69899721
KS,KS McPherson County,McPherson County,28542,14090,7840,4620,915714000,1100,86684000,55.28789101
KS,KS Meade County,Meade County,4033,1870,1280,560,109879000,320,8585000,56.36315169
KS,KS Miami County,Miami County,34237,13470,8500,3840,1019024000,900,112231000,56.17301907
KS,KS Mitchell County,Mitchell County,5979,2770,1500,1030,150090000,350,11887000,54.74159621
KS,KS Montgomery County,Montgomery County,31829,12980,8450,4050,639951000,860,50227000,57.59181519
KS,KS Morris County,Morris County,5620,2300,1250,840,126978000,310,10207000,54.67589886
KS,KS Morton County,Morton County,2587,1180,810,380,66125000,160,5435000,56.23894516
KS,KS Nemaha County,Nemaha County,10231,4870,3160,1560,314597000,980,27828000,52.66186999
KS,KS Neosho County,Neosho County,16007,6750,4310,2120,331508000,570,24852000,56.39980826
KS,KS Ness County,Ness County,2750,1220,620,500,71960000,260,5950000,53.85391605
KS,KS Norton County,Norton County,5361,2130,1160,730,116197000,260,9773000,52.25134728
KS,KS Osage County,Osage County,15949,7490,4410,2440,394384000,760,28713000,55.86983279
KS,KS Osborne County,Osborne County,3421,1430,710,550,73855000,220,6043000,54.03006017
KS,KS Ottawa County,Ottawa County,5704,2530,1470,820,134445000,290,9520000,55.99002156
KS,KS Pawnee County,Pawnee County,6414,2560,1370,870,131541000,210,10867000,54.95633861
KS,KS Phillips County,Phillips County,5234,2250,1210,850,116140000,370,8059000,53.05203825
KS,KS Pottawatomie County,Pottawatomie County,24383,9330,7140,2520,602206000,770,52247000,54.7332792
KS,KS Pratt County,Pratt County,9164,3840,2310,1340,227103000,230,20221000,57.26458725
KS,KS Rawlins County,Rawlins County,2530,1150,590,480,67913000,220,6349000,51.2637951
KS,KS Reno County,Reno County,61998,26680,15300,8360,1452383000,970,124990000,55.74000966
KS,KS Republic County,Republic County,4636,1860,980,760,91116000,270,6689000,53.2428125
KS,KS Rice County,Rice County,9537,4000,2540,1310,210576000,350,15450000,55.48227572
KS,KS Riley County,Riley County,74232,31430,17670,5930,1867875000,570,169656000,54.67625065
KS,KS Rooks County,Rooks County,4920,2240,1230,750,111928000,320,8279000,52.82702411
KS,KS Rush County,Rush County,3036,1350,670,530,64443000,230,4564000,54.26518971
KS,KS Russell County,Russell County,6856,2890,1650,1030,146493000,320,10837000,55.27242057
KS,KS Saline County,Saline County,54224,25510,14350,7400,1438024000,630,133681000,55.32367016
KS,KS Scott County,Scott County,4823,2250,1500,680,165366000,280,18428000,53.2966413
KS,KS Sedgwick County,Sedgwick County,516042,234610,151820,58350,15300900000,1910,1638530000,56.32066898
KS,KS Seward County,Seward County,21428,8630,8370,1410,410114000,100,28407000,56.44201653
KS,KS Shawnee County,Shawnee County,176875,82950,47210,25320,5035791000,900,501103000,53.92391672
KS,KS Sheridan County,Sheridan County,2521,1090,600,380,65212000,240,5663000,52.08646921
KS,KS Sherman County,Sherman County,5917,2500,1560,750,129311000,210,10063000,50.85862839
KS,KS Smith County,Smith County,3583,1490,770,650,74963000,260,5106000,53.80881941
KS,KS Stafford County,Stafford County,4156,1690,990,560,86251000,250,5915000,57.70173109
KS,KS Stanton County,Stanton County,2006,830,700,200,62971000,80,6049000,54.13883034
KS,KS Stevens County,Stevens County,5485,2180,1810,560,137194000,190,12021000,55.9987867
KS,KS Sumner County,Sumner County,22836,9280,5840,2970,520690000,720,42139000,57.4174957
KS,KS Thomas County,Thomas County,7777,3460,1940,970,206749000,350,18054000,51.47825336
KS,KS Trego County,Trego County,2803,1120,540,410,59909000,130,4601000,53.73850887
KS,KS Wabaunsee County,Wabaunsee County,6931,2760,1710,1000,163821000,390,12574000,55.09857279
KS,KS Wallace County,Wallace County,1518,740,480,250,40266000,190,3055000,53.58627374
KS,KS Washington County,Washington County,5406,2660,1540,980,130355000,590,8785000,54.12764481
KS,KS Wichita County,Wichita County,2119,1100,790,340,63284000,220,5395000,52.94938011
KS,KS Wilson County,Wilson County,8525,3410,2180,1110,169507000,340,11750000,57.11247217
KS,KS Woodson County,Woodson County,3138,1240,660,480,57971000,220,4118000,56.02866398
KS,KS Wyandotte County,Wyandotte County,165429,71490,53280,14270,3188366000,200,234055000,55.02741513
KY,KY Adair County,Adair County,19202,6570,4230,1600,265731000,880,18272000,57.24057906
KY,KY Allen County,Allen County,21315,7460,4890,1700,349583000,790,25161000,58.01756098
KY,KY Anderson County,Anderson County,22747,10300,6350,2480,567364000,630,44532000,56.82758791
KY,KY Ballard County,Ballard County,7888,2230,1390,700,110141000,190,8007000,57.41037829
KY,KY Barren County,Barren County,44249,16790,10970,4040,807438000,1510,64288000,58.24492683
KY,KY Bath County,Bath County,12500,4680,3700,1020,198897000,590,12746000,55.59936585
KY,KY Bell County,Bell County,26032,8140,5880,1740,306846000,30,19458000,55.29709434
KY,KY Boone County,Boone County,133581,63860,42970,13890,4656469000,720,502353000,48.39272579
KY,KY Bourbon County,Bourbon County,19788,7580,4860,1860,420295000,510,38676000,55.59936585
KY,KY Boyd County,Boyd County,46718,19690,12020,5570,1179814000,240,123877000,55.22538983
KY,KY Boyle County,Boyle County,30060,11730,7080,3310,664684000,490,59609000,56.82758791
KY,KY Bracken County,Bracken County,8303,3950,2610,1030,200806000,540,14482000,53.89135007
KY,KY Breathitt County,Breathitt County,12630,4020,3050,850,161586000,110,10170000,55.60279841
KY,KY Breckinridge County,Breckinridge County,20477,7300,4980,1980,353310000,1010,26045000,56.29320912
KY,KY Bullitt County,Bullitt County,81676,31030,17970,7070,1846531000,440,158597000,40.59113422
KY,KY Butler County,Butler County,12879,4500,3240,1030,202424000,420,12945000,57.07018942
KY,KY Caldwell County,Caldwell County,12747,5240,3260,1450,250838000,380,18167000,59.37366205
KY,KY Calloway County,Calloway County,39001,14470,7730,4090,768438000,520,66076000,59.43407123
KY,KY Campbell County,Campbell County,93584,42920,22790,10650,3112082000,430,358616000,54.44181651
KY,KY Carlisle County,Carlisle County,4760,1930,1260,590,102352000,190,7432000,58.04311553
KY,KY Carroll County,Carroll County,10631,4130,2920,900,210819000,220,16718000,53.246
KY,KY Carter County,Carter County,26797,10120,7080,2440,462836000,830,32075000,55.36563084
KY,KY Casey County,Casey County,16159,5040,3730,1160,199764000,650,13271000,55.78010402
KY,KY Christian County,Christian County,70461,28900,20770,5330,1301334000,980,96147000,59.22141127
KY,KY Clark County,Clark County,36263,15530,9250,3850,832134000,670,70446000,55.59936585
KY,KY Clay County,Clay County,19901,5640,4840,1050,214871000,210,12819000,55.32732149
KY,KY Clinton County,Clinton County,10218,3750,2590,860,134963000,470,7615000,56.30712698
KY,KY Crittenden County,Crittenden County,8806,3100,2050,900,139674000,330,9461000,57.78013868
KY,KY Cumberland County,Cumberland County,6614,2380,1510,630,94556000,370,6120000,57.6535702
KY,KY Daviess County,Daviess County,101511,45640,28690,11550,2612155000,1040,239862000,57.26829694
KY,KY Edmonson County,Edmonson County,12150,2640,1630,650,112633000,360,6921000,57.3051369
KY,KY Elliott County,Elliott County,7517,1460,1170,330,59984000,170,3651000,55.59936585
KY,KY Estill County,Estill County,14106,5310,3540,1270,224731000,320,15262000,55.59936585
KY,KY Fayette County,Fayette County,323152,140550,78200,31320,9839225000,980,1149278000,54.3941912
KY,KY Fleming County,Fleming County,14581,5870,4180,1460,261350000,950,17199000,55.59936585
KY,KY Floyd County,Floyd County,35589,12120,9040,2710,546762000,20,40783000,53.51339111
KY,KY Franklin County,Franklin County,50991,24330,13100,6860,1463837000,530,152012000,56.82758791
KY,KY Fulton County,Fulton County,5969,2580,1690,790,105811000,130,7468000,58.31475592
KY,KY Gallatin County,Gallatin County,8869,3220,2440,680,156239000,190,11306000,54.44181651
KY,KY Garrard County,Garrard County,17666,5740,3770,1490,297236000,470,23124000,56.82758791
KY,KY Grant County,Grant County,25069,11910,8140,2440,623593000,790,50535000,54.44181651
KY,KY Graves County,Graves County,37266,15740,10690,4310,781850000,1070,60435000,58.34655253
KY,KY Grayson County,Grayson County,26427,10890,7300,2590,483934000,1250,33068000,56.30960308
KY,KY Green County,Green County,10941,3930,2530,1040,164665000,710,10297000,56.90845508
KY,KY Greenup County,Greenup County,35098,13570,8630,3780,710504000,400,58452000,55.01737284
KY,KY Hancock County,Hancock County,8722,3880,2650,960,214231000,250,16846000,57.53981215
KY,KY Hardin County,Hardin County,110958,53080,34680,11750,2872722000,1470,237430000,52.65223252
KY,KY Harlan County,Harlan County,26010,6730,5480,1450,270501000,0,17407000,55.56064388
KY,KY Harrison County,Harrison County,18886,7850,4950,2010,400439000,890,30762000,55.02059118
KY,KY Hart County,Hart County,19035,7900,5820,1890,324178000,1300,19191000,57.07018942
KY,KY Henderson County,Henderson County,45210,19110,11790,5020,1038102000,300,89330000,57.79729486
KY,KY Henry County,Henry County,16126,7980,5060,2080,445319000,620,38051000,56.17639011
KY,KY Hickman County,Hickman County,4380,1220,750,380,60578000,110,4555000,57.77147514
KY,KY Hopkins County,Hopkins County,44686,18390,11570,4820,998298000,530,85521000,58.8681662
KY,KY Jackson County,Jackson County,13329,4400,3320,900,171132000,520,9116000,55.69865068
KY,KY Jefferson County,Jefferson County,766757,381590,208820,91270,26313094000,940,3117467000,56.82758791
KY,KY Jessamine County,Jessamine County,54115,21670,14650,5260,1498307000,510,169280000,56.82758791
KY,KY Johnson County,Johnson County,22188,7330,5540,1640,356264000,80,26765000,54.57314365
KY,KY Kenton County,Kenton County,166998,77090,45130,17240,8742967000,380,1269417000,49.90499847
KY,KY Knott County,Knott County,14806,3710,2830,860,168029000,0,11541000,55.29561305
KY,KY Knox County,Knox County,31145,7990,6460,1500,305925000,170,18397000,55.41441967
KY,KY Larue County,Larue County,14398,4490,2840,1200,215579000,380,15464000,56.82758791
KY,KY Laurel County,Laurel County,60813,19370,14170,3980,935688000,770,76296000,51.17669061
KY,KY Lawrence County,Lawrence County,15317,5270,4080,1120,240117000,200,16371000,54.65467442
KY,KY Lee County,Lee County,7403,1850,1390,450,73966000,110,5103000,55.59936585
KY,KY Leslie County,Leslie County,9877,2540,2220,520,108341000,0,6694000,55.39306476
KY,KY Letcher County,Letcher County,21553,6790,5250,1480,286174000,20,19481000,54.19618188
KY,KY Lewis County,Lewis County,13275,4640,3560,1000,193741000,380,12154000,55.25562625
KY,KY Lincoln County,Lincoln County,24549,9850,6980,2290,441194000,1100,29762000,56.30384596
KY,KY Livingston County,Livingston County,9194,3760,2100,1150,188630000,250,14070000,57.16964706
KY,KY Logan County,Logan County,27102,11910,7800,2930,593524000,970,44531000,57.80225189
KY,KY Lyon County,Lyon County,8210,3070,1300,1190,173523000,150,15436000,59.37366205
KY,KY Madison County,Madison County,92987,37280,22870,8110,2049893000,1240,172830000,55.80406953
KY,KY Magoffin County,Magoffin County,12161,3750,2950,790,154583000,350,9773000,55.19368255
KY,KY Marion County,Marion County,19273,8190,5250,1880,393868000,930,29013000,56.82758791
KY,KY Marshall County,Marshall County,31100,13620,7510,4240,770240000,570,67522000,58.30185915
KY,KY Martin County,Martin County,11195,2880,2450,620,119431000,0,7730000,54.57314365
KY,KY Mason County,Mason County,17070,7030,4450,1830,376386000,520,32833000,54.35436981
KY,KY McCracken County,McCracken County,65418,29620,17320,8560,1858760000,540,200502000,57.16964706
KY,KY McCreary County,McCreary County,17231,4580,3930,840,159756000,110,7997000,55.25636207
KY,KY McLean County,McLean County,9207,3950,2570,1120,206074000,330,15688000,58.68816123
KY,KY Meade County,Meade County,28572,9070,5790,2260,498710000,620,41150000,56.92359474
KY,KY Menifee County,Menifee County,6489,2230,1600,510,84005000,330,4614000,55.59936585
KY,KY Mercer County,Mercer County,21933,9510,5720,2520,491622000,870,36907000,56.82758791
KY,KY Metcalfe County,Metcalfe County,10071,4100,2760,990,155768000,880,9421000,58.24492683
KY,KY Monroe County,Monroe County,10650,4240,2900,1040,183033000,840,13371000,57.93110033
KY,KY Montgomery County,Montgomery County,28157,11480,7750,2390,568510000,630,44470000,55.59936585
KY,KY Morgan County,Morgan County,13309,3860,2830,920,166041000,550,10618000,55.59936585
KY,KY Muhlenberg County,Muhlenberg County,30622,11280,7550,2950,543056000,380,38791000,58.71920855
KY,KY Nelson County,Nelson County,46233,22570,13260,5340,1288576000,1370,116740000,56.82758791
KY,KY Nicholas County,Nicholas County,7269,2760,2010,670,116560000,430,7856000,55.59936585
KY,KY Ohio County,Ohio County,23994,8810,6420,2100,397930000,580,25852000,56.65742656
KY,KY Oldham County,Oldham County,66799,24610,18060,6030,2229982000,270,266599000,56.82758791
KY,KY Owen County,Owen County,10901,3530,2530,870,173726000,400,13094000,53.84390826
KY,KY Owsley County,Owsley County,4415,1360,1130,300,50750000,120,2924000,55.59936585
KY,KY Pendleton County,Pendleton County,14590,5830,3780,1350,308855000,610,23991000,54.44181651
KY,KY Perry County,Perry County,25758,8580,6660,1680,376075000,0,29047000,55.61969717
KY,KY Pike County,Pike County,57876,17350,12370,3750,862089000,40,72935000,53.91826461
KY,KY Powell County,Powell County,12359,4880,3590,1020,196923000,210,12641000,55.59936585
KY,KY Pulaski County,Pulaski County,64979,25350,16440,6350,1234320000,1420,101598000,55.25636207
KY,KY Robertson County,Robertson County,2108,740,490,190,32538000,130,2023000,55.59936585
KY,KY Rockcastle County,Rockcastle County,16695,5260,3570,1100,226249000,550,14223000,56.38323105
KY,KY Rowan County,Rowan County,24460,8650,5430,1900,418790000,310,33143000,55.59936585
KY,KY Russell County,Russell County,17923,6950,4690,1710,296613000,650,20401000,55.25636207
KY,KY Scott County,Scott County,57004,25210,17000,4850,1670606000,800,158743000,54.44181651
KY,KY Shelby County,Shelby County,49024,19460,12540,4710,1311875000,870,134560000,56.82758791
KY,KY Simpson County,Simpson County,18572,7710,4720,1730,367368000,320,27949000,58.19533333
KY,KY Spencer County,Spencer County,19351,8020,5060,1810,528035000,390,48083000,56.82758791
KY,KY Taylor County,Taylor County,25769,10680,6740,2680,484396000,870,34412000,56.82758791
KY,KY Todd County,Todd County,12294,4380,3580,1010,220653000,480,16245000,59.23639837
KY,KY Trigg County,Trigg County,14651,5600,3220,1760,277504000,300,21495000,59.37366205
KY,KY Trimble County,Trimble County,8471,3440,2140,840,177583000,350,13317000,54.86266465
KY,KY Union County,Union County,14381,5840,3740,1590,317395000,240,26194000,57.93428235
KY,KY Warren County,Warren County,132896,56550,36660,11610,3273914000,2000,320002000,58.21227154
KY,KY Washington County,Washington County,12095,5010,3180,1260,255244000,790,20247000,56.82758791
KY,KY Wayne County,Wayne County,20333,6990,4710,1640,274348000,600,17549000,55.25636207
KY,KY Webster County,Webster County,12942,5410,3670,1450,288207000,370,21151000,58.83686511
KY,KY Whitley County,Whitley County,36264,18140,13920,3680,757918000,510,52236000,56.16970151
KY,KY Wolfe County,Wolfe County,7157,2550,1940,550,96253000,290,5555000,55.59936585
KY,KY Woodford County,Woodford County,26734,12660,7640,3760,908423000,590,97054000,56.82758791
LA,LA Acadia Parish,Acadia Parish,62045,22650,18810,4570,1151216000,630,92111000,68.14529529
LA,LA Allen Parish,Allen Parish,25627,7670,6060,1750,395989000,300,29220000,67.31837363
LA,LA Ascension Parish,Ascension Parish,126604,53080,41140,10250,3998018000,320,433530000,68.50706103
LA,LA Assumption Parish,Assumption Parish,21891,7670,5590,1830,449597000,30,42072000,68.29647171
LA,LA Avoyelles Parish,Avoyelles Parish,40144,15210,11980,3600,724690000,590,60269000,67.28946832
LA,LA Beauregard Parish,Beauregard Parish,37497,14720,11150,3590,886748000,630,76832000,67.15834867
LA,LA Bienville Parish,Bienville Parish,13241,4830,3680,1290,219839000,200,16789000,65.14215088
LA,LA Bossier Parish,Bossier Parish,127039,52310,37600,11900,3233106000,650,308043000,65.92896859
LA,LA Caddo Parish,Caddo Parish,240204,103500,72440,26260,6025259000,1090,674623000,64.46862188
LA,LA Calcasieu Parish,Calcasieu Parish,203436,88730,62630,19900,5861015000,1290,640659000,67.54412771
LA,LA Caldwell Parish,Caldwell Parish,9918,3730,2800,950,206670000,330,17593000,65.27083258
LA,LA Cameron Parish,Cameron Parish,6973,1300,820,360,87866000,140,8231000,68.61397367
LA,LA Catahoula Parish,Catahoula Parish,9494,3490,2690,980,174461000,300,14427000,66.35154
LA,LA Claiborne Parish,Claiborne Parish,15670,4480,3290,1350,219512000,190,17496000,63.12933929
LA,LA Concordia Parish,Concordia Parish,19259,6630,5710,1760,308712000,210,24307000,66.24571828
LA,LA De Soto Parish,De Soto Parish,27463,11700,9040,2990,678989000,930,65609000,65.99949208
LA,LA East Baton Rouge Parish,East Baton Rouge Parish,440059,0,0,0,0,0,0,
LA,LA East Carroll Parish,East Carroll Parish,6861,2230,2130,570,91476000,110,7514000,64.76523729
LA,LA East Feliciana Parish,East Feliciana Parish,19135,0,0,0,0,0,0,
LA,LA Evangeline Parish,Evangeline Parish,33395,11290,9790,2250,563025000,460,44553000,67.42424118
LA,LA Franklin Parish,Franklin Parish,20015,6860,5700,1660,307202000,540,22375000,65.83416364
LA,LA Grant Parish,Grant Parish,22389,7660,5650,1850,399425000,190,29450000,66.84214606
LA,LA Iberia Parish,Iberia Parish,69830,28480,22780,6340,1486364000,230,137103000,67.85019887
LA,LA Iberville Parish,Iberville Parish,32511,13130,9650,3180,738512000,70,69776000,68.02542484
LA,LA Jackson Parish,Jackson Parish,15744,4790,3480,1400,249055000,160,19099000,65.19675
LA,LA Jefferson Davis Parish,Jefferson Davis Parish,31368,0,0,0,0,0,0,
LA,LA Jefferson Parish,Jefferson Parish,432493,195780,120990,49440,12330774000,280,1417639000,66.69013264
LA,LA Lafayette Parish,Lafayette Parish,244390,104870,71140,22220,7429867000,840,880174000,61.60296274
LA,LA Lafourche Parish,Lafourche Parish,97614,36300,26070,8030,2254791000,380,223800000,68.96976048
LA,LA LaSalle Parish,LaSalle Parish,14892,0,0,0,0,0,0,
LA,LA Lincoln Parish,Lincoln Parish,46742,17190,11690,4190,1029270000,460,105196000,64.90140561
LA,LA Livingston Parish,Livingston Parish,140789,54870,41060,10860,3349572000,500,301378000,67.07627496
LA,LA Madison Parish,Madison Parish,10951,3150,2910,730,109517000,100,6787000,66.1366987
LA,LA Morehouse Parish,Morehouse Parish,24874,9550,7560,2360,396996000,190,28983000,62.63306692
LA,LA Natchitoches Parish,Natchitoches Parish,38158,14540,10940,3570,773853000,470,72012000,66.29600359
LA,LA Orleans Parish,Orleans Parish,390144,154400,94440,30780,10974201000,100,1499571000,67.9688488
LA,LA Ouachita Parish,Ouachita Parish,153279,62560,47620,14490,3513708000,660,352987000,59.70454276
LA,LA Plaquemines Parish,Plaquemines Parish,23197,9500,7270,1950,651486000,60,72046000,68.95242872
LA,LA Pointe Coupee Parish,Pointe Coupee Parish,21730,8860,6010,2470,528896000,250,52822000,67.83174696
LA,LA Rapides Parish,Rapides Parish,129648,52720,39240,12980,3023493000,750,299740000,67.20601487
LA,LA Red River Parish,Red River Parish,8442,3200,2610,770,193810000,210,18340000,64.81455618
LA,LA Richland Parish,Richland Parish,20122,8360,6640,2060,430185000,490,38427000,65.83416364
LA,LA Sabine Parish,Sabine Parish,23884,8080,6290,2250,465960000,410,41095000,66.00824948
LA,LA St Bernard Parish,St. Bernard Parish,47244,16880,13520,2900,757593000,30,57065000,67.89155372
LA,LA St Charles Parish,St. Charles Parish,53100,22760,16140,5270,1526819000,20,157113000,69.07030372
LA,LA St Helena Parish,St. Helena Parish,10132,2480,2060,610,105991000,140,7713000,66.20822222
LA,LA St James Parish,St. James Parish,21096,9750,7450,2290,579089000,0,55029000,68.17258537
LA,LA St John the Baptist Parish,St. John the Baptist Parish,42837,0,0,0,0,0,0,
LA,LA St Landry Parish,St. Landry Parish,82124,34650,29200,7520,1810398000,940,162049000,68.31911027
LA,LA St Martin Parish,St. Martin Parish,53431,19560,14920,4060,971964000,270,80042000,67.9805292
LA,LA St Mary Parish,St. Mary Parish,49348,18850,15390,4310,939846000,30,79432000,68.74313644
LA,LA St Tammany Parish,St. Tammany Parish,260419,113060,76070,30490,9252954000,810,1154710000,67.89155372
LA,LA Tangipahoa Parish,Tangipahoa Parish,134758,53360,40110,11410,2773689000,1410,244168000,66.48834759
LA,LA Tensas Parish,Tensas Parish,4334,1560,1200,520,75514000,80,6877000,66.33900322
LA,LA Terrebonne Parish,Terrebonne Parish,110461,46360,36360,9430,2737102000,130,269946000,68.98716509
LA,LA Union Parish,Union Parish,22108,8980,6350,2440,453737000,430,36334000,62.79938073
